album_id,album_name,release_date,tracks_count,uri,album_type,artists
15CyNDuGY5fsG0Hn9rjnpG,Champagne Talk,2022-10-12,8,spotify:album:15CyNDuGY5fsG0Hn9rjnpG,album,['5NHm4TU5Twz7owibYxJfFU']
1skD49xUwXnHLMrlEKTo6j,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"") - Single",2023-05-16,1,spotify:album:1skD49xUwXnHLMrlEKTo6j,single,"['1mBydYMVBECdDmMfE2sEUO', '4YRxDV8wJFPHPTeXepOstw', '7uw9rkZ9mxuSBuURy86ERR']"
5mZX4EMwEyohNmVfLTDtXn,"Satranga (From ""ANIMAL"")",2023-10-27,1,spotify:album:5mZX4EMwEyohNmVfLTDtXn,single,"['4YRxDV8wJFPHPTeXepOstw', '5o36rLQd78Zh8CaT8rn59d', '6k6TIai4KyKG1DeIMftSmJ']"
3tNH9Fp4dm3qa3Kr4cv5uJ,One Love,2023-08-18,1,spotify:album:3tNH9Fp4dm3qa3Kr4cv5uJ,single,['5r3wPya2PpeTTsXsGhQU8O']
3BGU0BqGwBkYDHpfCWFm7I,Making Memories,2023-08-18,9,spotify:album:3BGU0BqGwBkYDHpfCWFm7I,album,"['6DARBhWbfcS9E4yJzcliqQ', '3nqS8jzqmsPKFJTp0BOIel']"
2oBdxfXQn21DfBWfu8krYT,Sarkaare,2023-09-26,1,spotify:album:2oBdxfXQn21DfBWfu8krYT,single,['5NHm4TU5Twz7owibYxJfFU']
0wjqUAQ7YkdRqTcDjzkepU,"Naseeb Se (From ""Satyaprem Ki Katha"")",2023-05-27,1,spotify:album:0wjqUAQ7YkdRqTcDjzkepU,single,"['6FtZhorjCMfkaVJ7kKdmq7', '5wJ1H6ud777odtZl5gG507', '7uvFUOwVvse3izyeVufnl9']"
3LyafXRRJVEfcjTMr1N8Mu,Obsessed,2022-09-29,1,spotify:album:3LyafXRRJVEfcjTMr1N8Mu,single,"['34gAaWeYZoRER7MY3KBy1Q', '3x1jBMHHrDUQbtRrvV78h2']"
4GEXGGOjUBuSHR4KgaSngh,"Tere Vaaste (From ""Zara Hatke Zara Bachke"") - Single",2023-05-22,1,spotify:album:4GEXGGOjUBuSHR4KgaSngh,single,"['1mBydYMVBECdDmMfE2sEUO', '4gzrZDyL5gYiROkv27pYKx', '6WixbETKEXH0xBf0OB9kRB', '38IHJBGBuaYXHEkIQd4DtF', '2fMqTqiTxUDlmcOEPaQSsx']"
0BJ8hGiNXBa38eAUHRB3Mm,Ranjha (Sid X Kiara Version),2023-02-20,1,spotify:album:0BJ8hGiNXBa38eAUHRB3Mm,single,"['74OaRjmyh0XyRZsQQQ5l7c', '44OCqb4De16h6EY5QfzYp7', '37Zo1pexxNhKlFtkYTGngm']"
0azGrKHPYvl2MEKwQFfbV2,Mi Amor,2022-09-30,1,spotify:album:0azGrKHPYvl2MEKwQFfbV2,single,"['74RGMjbSsFv5RLj8wVx9Yv', '6nAMu7pGqdwUSsGMZPUvSk', '1i31OYo0s5VoMCaMRJFZkJ']"
4mrXgKhegKi7Ol4pdN4z3Q,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-12,1,spotify:album:4mrXgKhegKi7Ol4pdN4z3Q,compilation,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '00sCATpEvwH48ays7PlQFU', '0lMa3YTHqQnDDTBaxAV7LK', '5Uvn1P3OFu268QovsUAnDu', '2fMqTqiTxUDlmcOEPaQSsx']"
76spwPLkGkvPtADGCTkNeT,Kya Loge Tum,2023-05-15,1,spotify:album:76spwPLkGkvPtADGCTkNeT,single,"['56SjZARoEvag3RoKWIb16j', '5gZhfbckaWo89OzDSk3gdT']"
6BHlJhCk1vjCG6hqTG2SFV,Kahani Suno 2.0,2022-05-31,1,spotify:album:6BHlJhCk1vjCG6hqTG2SFV,single,['1n9EM0Y4A89vuRiA93gSS9']
3uuu6u13U0KeVQsZ3CZKK4,Kabir Singh,2019-06-14,9,spotify:album:3uuu6u13U0KeVQsZ3CZKK4,compilation,['4YRxDV8wJFPHPTeXepOstw']
54ubCIO3voLnU7ZmJhxqBd,Zihaal e Miskin,2023-05-25,1,spotify:album:54ubCIO3voLnU7ZmJhxqBd,single,"['2zvJLk0gTH7r7A5Q6X5Bq8', '5wJ1H6ud777odtZl5gG507', '0oOet2f43PA68X5RxKobEy']"
5BLwx5IlfoWOrjJJ3i7gbK,Shershaah (Original Motion Picture Soundtrack),2021-08-16,6,spotify:album:5BLwx5IlfoWOrjJJ3i7gbK,compilation,"['4f7KfxeHq9BiylGmyXepGt', '1tqysapcCh1lWEAc9dIFpa', '1sVmXkzX2ukc6QvasrDBES']"
5uAi4ZZc7zRdd6PsKNcJXO,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",2023-02-01,1,spotify:album:5uAi4ZZc7zRdd6PsKNcJXO,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx', '3tPQOjkxO3mrYrrgkTeXgH']"
5ZdPS2Lm1DvnFwni3DX4pm,Tu Mile Dil Khile - Single,2023-01-19,1,spotify:album:5ZdPS2Lm1DvnFwni3DX4pm,single,"['1sVmXkzX2ukc6QvasrDBES', '1UAzmnFgjizIDvtHvnCdEq']"
3Q6oDVihOpQVi2FC0Mfjlm,"Shayad (From ""Love Aaj Kal"")",2020-01-22,1,spotify:album:3Q6oDVihOpQVi2FC0Mfjlm,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']"
1N9rGbn2M9lzU6YcJ6081E,Manjha,2020-03-17,1,spotify:album:1N9rGbn2M9lzU6YcJ6081E,single,['5wJ1H6ud777odtZl5gG507']
49wsmGDdtSoQiLt2lsVbaQ,Jugjugg Jeeyo,2022-06-24,10,spotify:album:49wsmGDdtSoQiLt2lsVbaQ,compilation,"['5rQoBDKFnd1n6BkdbgVaRL', '1sVmXkzX2ukc6QvasrDBES']"
3yVX4sKtPoqFjBKOVyJenW,Qala (Music From The Netflix Film),2022-11-23,6,spotify:album:3yVX4sKtPoqFjBKOVyJenW,single,"['7HCqGPJcQTyGJ2yqntbuyr', '2fMqTqiTxUDlmcOEPaQSsx', '3ZiBHBeZ3OAKJEkDWzQFHS']"
0vjQeipdlzH33n9vnCwAAD,"Galliyan Returns (From ""Ek Villain Returns"")",2022-07-04,1,spotify:album:0vjQeipdlzH33n9vnCwAAD,single,"['0E02VcvA5p1ndkLdqWD5JB', '4cAERazLlAzVGA10ORWaUP']"
5BLwx5IlfoWOrjJJ3i7gbK,Shershaah (Original Motion Picture Soundtrack),2021-08-16,6,spotify:album:5BLwx5IlfoWOrjJJ3i7gbK,compilation,"['74OaRjmyh0XyRZsQQQ5l7c', '56SjZARoEvag3RoKWIb16j', '0bRPtPZQkWHeG7MGk9eWlh', '4nJ0kto93jDLHQKmpGeYS8']"
1XO82yE4raeQEBSHxrNuSe,"Mere Yaaraa (From ""Sooryavanshi"")",2021-10-27,1,spotify:album:1XO82yE4raeQEBSHxrNuSe,single,"['4YRxDV8wJFPHPTeXepOstw', '3ZxZ03fj3tXBZHZWzvaLSM', '5r2baeTwcCJnuIsDIlxUJo']"
5Zcgog7sQ79ISF32y9nABU,No Love,2022-02-22,1,spotify:album:5Zcgog7sQ79ISF32y9nABU,single,['5r3wPya2PpeTTsXsGhQU8O']
3EkmvTqyKrnMw1WiVpsSwF,Ek Villain,2014-05-28,6,spotify:album:3EkmvTqyKrnMw1WiVpsSwF,compilation,['4YRxDV8wJFPHPTeXepOstw']
7gITB9pwcGy6027YxnAHsM,Jhoom,2011-02-14,12,spotify:album:7gITB9pwcGy6027YxnAHsM,album,['3cKNppGLfcxdt9CtoHEZmQ']
0o80h7hMTz2wjzJSvckOcr,"Srivalli (From ""Pushpa The Rise Part - 01"")",2021-12-14,1,spotify:album:0o80h7hMTz2wjzJSvckOcr,single,"['4W91bbPB2CTSsHwt7eqNl7', '5sSzCxHtgL82pYDvx2QyEU']"
3GkXRRRkV3rfgwG1wJset9,Excuses,2020-07-24,1,spotify:album:3GkXRRRkV3rfgwG1wJset9,single,"['6LEG9Ld1aLImEFEVHdWNSB', '5DHi2MeoRgAwPE0A0qwRMl', '0OS0NZnK7TGIAWx8MkWNFN']"
3uuu6u13U0KeVQsZ3CZKK4,Kabir Singh,2019-06-14,9,spotify:album:3uuu6u13U0KeVQsZ3CZKK4,compilation,['5wJ1H6ud777odtZl5gG507']
2L1otdfoUvp3MKdaT4knVK,"Rait Zara Si (From ""Atrangi Re"")",2021-12-06,1,spotify:album:2L1otdfoUvp3MKdaT4knVK,single,"['1mYsTxnqsietFxj1OgoGbG', '4YRxDV8wJFPHPTeXepOstw', '12CpR4SNDzVIlDoPSeNFeW']"
7aJiY5GW8uSpZItQXcmeVM,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",2019-12-02,1,spotify:album:7aJiY5GW8uSpZItQXcmeVM,single,"['3dN9MQpjIyNxyeRfz4EDZe', '4YRxDV8wJFPHPTeXepOstw', '5f4QpKfy7ptCHwTqspnSJI']"
1Da8Vav4NVoQfNX7HAR2zZ,Ek Tarfa,2020-07-16,1,spotify:album:1Da8Vav4NVoQfNX7HAR2zZ,single,['2GoeZ0qOTt6kjsWW4eA6LS']
6IXfWhC7omotM4lt0ROmEr,Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,11,spotify:album:6IXfWhC7omotM4lt0ROmEr,album,"['1wRPtKGflJrBx9BmLsSwlU', '2GoeZ0qOTt6kjsWW4eA6LS', '2UwDJeoMqYers5Jmm75zm2']"
3tG0IGB24sRhGFLs5F1Km8,Bijlee Bijlee,2021-10-30,1,spotify:album:3tG0IGB24sRhGFLs5F1Km8,single,['4ITkqBlf5eoVCOFwsJCnqo']
2CUXo26JAWIbQx0EVMnjpA,Tamasha,2015-10-16,9,spotify:album:2CUXo26JAWIbQx0EVMnjpA,album,"['3gBKY0y3dFFVRqicLnVZYz', '4YRxDV8wJFPHPTeXepOstw']"
37nWpT1gls52Tu6pymuPw3,"Mann Bharryaa 2.0 (From ""Shershaah"")",2021-08-15,1,spotify:album:37nWpT1gls52Tu6pymuPw3,single,"['56SjZARoEvag3RoKWIb16j', '5gZhfbckaWo89OzDSk3gdT']"
3uuu6u13U0KeVQsZ3CZKK4,Kabir Singh,2019-06-14,9,spotify:album:3uuu6u13U0KeVQsZ3CZKK4,compilation,"['3TOhzLRYnkkul71yRBxIoM', '0T1CMVkqffHlqEk4BcAph1']"
6gPsylHkKTVVNLXRN9RLYy,Taaron Ke Shehar,2020-09-20,1,spotify:album:6gPsylHkKTVVNLXRN9RLYy,single,"['5f4QpKfy7ptCHwTqspnSJI', '1tqysapcCh1lWEAc9dIFpa', '5gZhfbckaWo89OzDSk3gdT']"
2HZl13JCi3PIaqVlIkp4q6,Shor in the City (Original Motion Picture Soundtrack),2011-03-28,8,spotify:album:2HZl13JCi3PIaqVlIkp4q6,album,"['1mBydYMVBECdDmMfE2sEUO', '0oOet2f43PA68X5RxKobEy', '6k6dimE4a6OFnD0HWmkIUW']"
1FU97iwW5a0nV7wq3Mk5DQ,"Ghungroo (From ""War"")",2019-09-30,1,spotify:album:1FU97iwW5a0nV7wq3Mk5DQ,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '4YRxDV8wJFPHPTeXepOstw', '19LIHDDSHBD5NyYHI3gpzB', '0m3D4grap8VFSzbJMqgNVk']"
3IIQoaOwGNfTevkFkoCSge,Veer (Original Motion Picture Soundtrack),2009-01-22,8,spotify:album:3IIQoaOwGNfTevkFkoCSge,album,"['3OLGltG8UPIea8sA4w0yg0', '4HQeSXwG2BVH0KvxHE5oCf']"
2Svje8vKEM4VCKxoRyAvA4,Chhichhore,2019-08-31,7,spotify:album:2Svje8vKEM4VCKxoRyAvA4,album,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']"
5EBunNGKdU980idkTYY5WA,Happy New Year,2014-09-26,13,spotify:album:5EBunNGKdU980idkTYY5WA,compilation,"['0oOet2f43PA68X5RxKobEy', '4YRxDV8wJFPHPTeXepOstw']"
5hzAIEMlQpsEGIQFvnFOQx,"Duniyaa (From ""Luka Chuppi"")",2019-02-22,1,spotify:album:5hzAIEMlQpsEGIQFvnFOQx,single,"['6zZrFenNe3YPttxZsnQQs1', '1OPqAyxsQc8mcRmoNBAnVk', '52XgeWw24o4klNdfwvB0Vx']"
5MZ0GKSj7GZofWTBGkOku3,"Chashni (From ""Bharat"")",2019-05-01,1,spotify:album:5MZ0GKSj7GZofWTBGkOku3,single,"['4FJhE5ToBQGzOGf0D5Xd1C', '6Mv8GjQa7LKUGCAqa9qqdb']"
2XSR5WDCh2PIYE0fp7C3cN,Jalebi (Original Motion Picture Soundtrack),2018-09-21,10,spotify:album:2XSR5WDCh2PIYE0fp7C3cN,compilation,"['2zvJLk0gTH7r7A5Q6X5Bq8', '4YRxDV8wJFPHPTeXepOstw', '0oOet2f43PA68X5RxKobEy', '52XgeWw24o4klNdfwvB0Vx', '5DNHuR9u8DFVasxQZgREO5']"
1IwC3SdQXPgXSs8FLvOUju,Airlift,2015-12-17,5,spotify:album:1IwC3SdQXPgXSs8FLvOUju,single,"['76fuWYgIf3TVIopTs3vaJ6', '4YRxDV8wJFPHPTeXepOstw', '0T1CMVkqffHlqEk4BcAph1']"
1PzsfgcbPbiW7uflc9Zi5Z,"Aabaad Barbaad (From ""Ludo"")",2020-10-21,1,spotify:album:1PzsfgcbPbiW7uflc9Zi5Z,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']"
2q00VQKBQu6ZUesFREPFWc,Tiger Zinda Hai,2017-12-12,6,spotify:album:2q00VQKBQu6ZUesFREPFWc,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '2oSONSC9zQ4UonDKnLqksx', '3GdSQUH1BRtl9UrrtuwJlP']"
5xjaz957o6YGSXmlfd2tex,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],2016-10-26,9,spotify:album:5xjaz957o6YGSXmlfd2tex,album,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']"
26ska1StQhwbWADLTg2hky,Badrinath Ki Dulhania,2017-02-14,5,spotify:album:26ska1StQhwbWADLTg2hky,single,"['3TOhzLRYnkkul71yRBxIoM', '7zfceKY7I04Tc0J2o7043h']"
5aB2ao1SUs9f4bAmptE1yM,Meri Pyaari Bindu,2017-04-25,6,spotify:album:5aB2ao1SUs9f4bAmptE1yM,single,"['1mBydYMVBECdDmMfE2sEUO', '0NuA9c4Q9jNHICuqBnsjVR', '3GBSge8pq7mpezUQl0GAOA']"
5Ni5qgjE8gMZl4TXrbTwoV,Satyameva Jayate,2018-08-01,4,spotify:album:5Ni5qgjE8gMZl4TXrbTwoV,single,"['2oSONSC9zQ4UonDKnLqksx', '0T1CMVkqffHlqEk4BcAph1']"
05U9YwErzcnF0PmyPalDo5,Raabta,2017-06-03,7,spotify:album:05U9YwErzcnF0PmyPalDo5,compilation,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']"
31lh22jsvWDf5ffgRAXaMs,De De Pyaar De,2019-05-15,7,spotify:album:31lh22jsvWDf5ffgRAXaMs,compilation,['4IKVDbCSBTxBeAsMKjAuTs']
5m5aIc0rrrPUMDARDnQzB9,"Bekhayali (From ""Kabir Singh"")",2019-05-24,1,spotify:album:5m5aIc0rrrPUMDARDnQzB9,single,"['6WOdPJmexxFINcKMkP2jMG', '1SyKki7JI1AZNKwgNMkn25']"
3uuu6u13U0KeVQsZ3CZKK4,Kabir Singh,2019-06-14,9,spotify:album:3uuu6u13U0KeVQsZ3CZKK4,compilation,"['6WOdPJmexxFINcKMkP2jMG', '1E6arsXf5Fgsnv9YpSzjpE']"
3dynRTuVOrAr5O7srr2txN,Simmba,2018-12-27,7,spotify:album:3dynRTuVOrAr5O7srr2txN,compilation,"['3OLGltG8UPIea8sA4w0yg0', '1sVmXkzX2ukc6QvasrDBES', '4f7KfxeHq9BiylGmyXepGt']"
2yoQE2XBnwdUyoOkoprTfT,Love Aaj Kal (Original Motion Picture Soundtrack),2009-07-31,10,spotify:album:2yoQE2XBnwdUyoOkoprTfT,album,"['3OLGltG8UPIea8sA4w0yg0', '1wRPtKGflJrBx9BmLsSwlU']"
4OYdTHNgjhXzgVjbqsb0tO,Jab We Met,2007-09-21,10,spotify:album:4OYdTHNgjhXzgVjbqsb0tO,compilation,"['1wRPtKGflJrBx9BmLsSwlU', '5GnnSrwNCGyfAU4zuIytiS']"
4mFLdK8SkUo3cx8ERLQC92,Bachna Ae Haseeno,2008-07-05,6,spotify:album:4mFLdK8SkUo3cx8ERLQC92,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '4fEkbug6kZzzJ8eYX6Kbbp', '19LIHDDSHBD5NyYHI3gpzB', '4GEyPR3J4DYvuTRuPJQ0CW']"
23L9JSXD0RrynRb71ZfL9A,"O Saathi (From ""Baaghi 2"")",2018-03-09,1,spotify:album:23L9JSXD0RrynRb71ZfL9A,single,"['2oSONSC9zQ4UonDKnLqksx', '6jf2eKjiPT6P18RbOSLzf0']"
2hlpZpzFRp0SxM8Fk50dsp,Main Rahoon Ya Na Rahoon,2015-11-24,1,spotify:album:2hlpZpzFRp0SxM8Fk50dsp,single,"['76fuWYgIf3TVIopTs3vaJ6', '4IKVDbCSBTxBeAsMKjAuTs', '5r2baeTwcCJnuIsDIlxUJo']"
0UuTH5r9tyFJ2tqnvc1wWm,M.S.Dhoni - The Untold Story,2016-09-17,7,spotify:album:0UuTH5r9tyFJ2tqnvc1wWm,album,['3yMmYEklQ7gLOZXEFNd3xr']
4PmYasI57t8uJJAOt0zKud,2 States,2014-03-14,6,spotify:album:4PmYasI57t8uJJAOt0zKud,single,"['4YRxDV8wJFPHPTeXepOstw', '5UJ2sHO2ELrgW6aXeRLTQQ']"
0V1JQaeLB033XjgS7JqNbP,Azhar,2016-04-07,5,spotify:album:0V1JQaeLB033XjgS7JqNbP,single,"['4IKVDbCSBTxBeAsMKjAuTs', '76fuWYgIf3TVIopTs3vaJ6', '5r2baeTwcCJnuIsDIlxUJo']"
3PxXJhlxSQkj8JO7IXy0FE,Hasee Toh Phasee (Original Motion Picture Soundtrack),2014-01-05,6,spotify:album:3PxXJhlxSQkj8JO7IXy0FE,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '5UJ2sHO2ELrgW6aXeRLTQQ', '4xd7mLI7urqrxELaXhAvzw']"
4mrXgKhegKi7Ol4pdN4z3Q,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-12,1,spotify:album:4mrXgKhegKi7Ol4pdN4z3Q,compilation,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '00sCATpEvwH48ays7PlQFU', '0lMa3YTHqQnDDTBaxAV7LK', '5Uvn1P3OFu268QovsUAnDu', '2fMqTqiTxUDlmcOEPaQSsx']"
3WLJmMZUeDOuERFAk1Mxs6,Jawan,2023-09-05,7,spotify:album:3WLJmMZUeDOuERFAk1Mxs6,album,"['4zCH9qm4R2DADamUHMCa6O', '4YRxDV8wJFPHPTeXepOstw', '19LIHDDSHBD5NyYHI3gpzB', '0m3D4grap8VFSzbJMqgNVk']"
7BE0KM7dc0f4MX6Kc6kCuN,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-06-28,1,spotify:album:7BE0KM7dc0f4MX6Kc6kCuN,compilation,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '0oOet2f43PA68X5RxKobEy', '2fMqTqiTxUDlmcOEPaQSsx']"
4GEXGGOjUBuSHR4KgaSngh,"Tere Vaaste (From ""Zara Hatke Zara Bachke"") - Single",2023-05-22,1,spotify:album:4GEXGGOjUBuSHR4KgaSngh,single,"['1mBydYMVBECdDmMfE2sEUO', '4gzrZDyL5gYiROkv27pYKx', '6WixbETKEXH0xBf0OB9kRB', '38IHJBGBuaYXHEkIQd4DtF', '2fMqTqiTxUDlmcOEPaQSsx']"
5mZX4EMwEyohNmVfLTDtXn,"Satranga (From ""ANIMAL"")",2023-10-27,1,spotify:album:5mZX4EMwEyohNmVfLTDtXn,single,"['4YRxDV8wJFPHPTeXepOstw', '5o36rLQd78Zh8CaT8rn59d', '6k6TIai4KyKG1DeIMftSmJ']"
6zwucxlWusEUCZt6DeQJCu,"Deva Deva (From ""Brahmastra"")",2022-08-08,1,spotify:album:6zwucxlWusEUCZt6DeQJCu,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx', '00sCATpEvwH48ays7PlQFU']"
49wsmGDdtSoQiLt2lsVbaQ,Jugjugg Jeeyo,2022-06-24,10,spotify:album:49wsmGDdtSoQiLt2lsVbaQ,compilation,"['4hGFNXuWut4b2sfJCJJNEo', '3nQ125TJobosBH446Dsvvv']"
1HeX4SmCFW4EPHQDvHgrVS,"Kesariya (From ""Brahmastra"")",2022-07-17,1,spotify:album:1HeX4SmCFW4EPHQDvHgrVS,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx']"
1cttjZoENYipDCPgISthpY,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",2023-02-10,1,spotify:album:1cttjZoENYipDCPgISthpY,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx', '3hbwOFtgWSNfeRzF2o7Y65']"
2IP7pUCOazIHCAbK9eJNcu,"Leke Prabhu Ka Naam (From ""Tiger 3"")",2023-10-23,1,spotify:album:2IP7pUCOazIHCAbK9eJNcu,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '3tPQOjkxO3mrYrrgkTeXgH', '2fMqTqiTxUDlmcOEPaQSsx']"
2ooWY7xriwwyj23dAI32C2,Pathaan,2022-12-22,4,spotify:album:2ooWY7xriwwyj23dAI32C2,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '4YRxDV8wJFPHPTeXepOstw', '3FgHkfb3IqG4WKuVe1xCXM', '6CXEwIaXYfVJ84biCxqc9k', '4xd7mLI7urqrxELaXhAvzw', '0m3D4grap8VFSzbJMqgNVk']"
110yeLSV0XY4Wtu7DnenNq,Baar Baar Dekho (Original Motion Picture Soundtrack),2016-08-04,6,spotify:album:110yeLSV0XY4Wtu7DnenNq,single,"['0rW6jVAVhjFADg75BYfI1l', '6a9AtaXEnfNdyDju1FrXfT', '3f7Qfkua3IcRpUFzUaUnrX', '0y59o4v8uw5crbN9M3JiL1', '5f4QpKfy7ptCHwTqspnSJI', '0Te1QGD9jtzrxPa8nie9OQ', '1Sqacm1VMROsVrDOUwxS5G']"
4ixAjixkWs8mCNdlTH1Cdf,Roy,2015-01-09,7,spotify:album:4ixAjixkWs8mCNdlTH1Cdf,album,"['4YRxDV8wJFPHPTeXepOstw', '4iW4xSfMEIvrXM0Iu3aFDY']"
5xjaz957o6YGSXmlfd2tex,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],2016-10-26,9,spotify:album:5xjaz957o6YGSXmlfd2tex,album,"['1wRPtKGflJrBx9BmLsSwlU', '2LgKrgRJcbJlt14i1LTzDU', '19LIHDDSHBD5NyYHI3gpzB']"
1FU97iwW5a0nV7wq3Mk5DQ,"Ghungroo (From ""War"")",2019-09-30,1,spotify:album:1FU97iwW5a0nV7wq3Mk5DQ,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '4YRxDV8wJFPHPTeXepOstw', '19LIHDDSHBD5NyYHI3gpzB', '0m3D4grap8VFSzbJMqgNVk']"
5uAi4ZZc7zRdd6PsKNcJXO,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",2023-02-01,1,spotify:album:5uAi4ZZc7zRdd6PsKNcJXO,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx', '3tPQOjkxO3mrYrrgkTeXgH']"
50FHINh9xisewZgfucGbVL,Street Dancer 3D,2020-02-13,11,spotify:album:50FHINh9xisewZgfucGbVL,compilation,"['0mJDQBWytBhOh5JB1DOQ1c', '7M3xY5iHSzEtoL3FpqOD75']"
5CvI5ppsG522pV554VLezD,"Besharam Rang (From ""Pathaan"")",2022-12-12,1,spotify:album:5CvI5ppsG522pV554VLezD,single,"['6Mv8GjQa7LKUGCAqa9qqdb', '19LIHDDSHBD5NyYHI3gpzB', '2Yf4MRVpt0rcAd5y5h5ph1', '6CXEwIaXYfVJ84biCxqc9k', '4xd7mLI7urqrxELaXhAvzw', '0m3D4grap8VFSzbJMqgNVk']"
3kT50JTcaeVQMIh0NUNjyM,Gangubai Kathiawadi (Original Motion Picture Soundtrack),2022-02-19,6,spotify:album:3kT50JTcaeVQMIh0NUNjyM,single,['3ZxZ03fj3tXBZHZWzvaLSM']
12sC6UjMWz6EaxnzyfCNMe,Bhediya (Original Motion Picture Soundtrack),2022-11-22,6,spotify:album:12sC6UjMWz6EaxnzyfCNMe,single,"['1mBydYMVBECdDmMfE2sEUO', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx']"
5hzAIEMlQpsEGIQFvnFOQx,"Duniyaa (From ""Luka Chuppi"")",2019-02-22,1,spotify:album:5hzAIEMlQpsEGIQFvnFOQx,single,"['6zZrFenNe3YPttxZsnQQs1', '1OPqAyxsQc8mcRmoNBAnVk', '52XgeWw24o4klNdfwvB0Vx']"
2Lxoc72vRTGdQfMvj7Ovi1,Yeh Jawaani Hai Deewani,2013-03-30,9,spotify:album:2Lxoc72vRTGdQfMvj7Ovi1,album,"['1wRPtKGflJrBx9BmLsSwlU', '6k6dimE4a6OFnD0HWmkIUW', '3cqeO3muWIW5uSmUDNCmyT']"
2L1otdfoUvp3MKdaT4knVK,"Rait Zara Si (From ""Atrangi Re"")",2021-12-06,1,spotify:album:2L1otdfoUvp3MKdaT4knVK,single,"['1mYsTxnqsietFxj1OgoGbG', '4YRxDV8wJFPHPTeXepOstw', '12CpR4SNDzVIlDoPSeNFeW']"
3uuu6u13U0KeVQsZ3CZKK4,Kabir Singh,2019-06-14,9,spotify:album:3uuu6u13U0KeVQsZ3CZKK4,compilation,"['3TOhzLRYnkkul71yRBxIoM', '0T1CMVkqffHlqEk4BcAph1']"
5BLwx5IlfoWOrjJJ3i7gbK,Shershaah (Original Motion Picture Soundtrack),2021-08-16,6,spotify:album:5BLwx5IlfoWOrjJJ3i7gbK,compilation,"['4f7KfxeHq9BiylGmyXepGt', '1tqysapcCh1lWEAc9dIFpa', '1sVmXkzX2ukc6QvasrDBES']"
7kXEDaT5yy8IUT7Fmqs1i2,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",2023-03-04,1,spotify:album:7kXEDaT5yy8IUT7Fmqs1i2,single,"['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw', '2fMqTqiTxUDlmcOEPaQSsx']"
